table_name,column_name,data_type,description
tlc_yellow_trips_2013,imp_surcharge,NUMERIC,$0.30 improvement surcharge assessed on hailed trips at the flag drop. The improvement surcharge began being levied in 2015.
tlc_yellow_trips_2013,airport_fee,NUMERIC,
tlc_yellow_trips_2013,total_amount,NUMERIC,The total amount charged to passengers. Does not include cash tips.
tlc_yellow_trips_2013,pickup_location_id,STRING,TLC Taxi Zone in which the taximeter was engaged
tlc_yellow_trips_2013,dropoff_location_id,STRING,TLC Taxi Zone in which the taximeter was disengaged
tlc_yellow_trips_2013,data_file_year,INT64,Datafile timestamp year value
tlc_yellow_trips_2013,data_file_month,INT64,Datafile timestamp month value
country_codes,country_name,STRING,
country_codes,alpha_2_code,STRING,
country_codes,alpha_3_code,STRING,
crime,unique_key,INT64,
crime,case_number,STRING,
crime,date,TIMESTAMP,
crime,block,STRING,
crime,iucr,STRING,
crime,primary_type,STRING,
crime,description,STRING,
crime,location_description,STRING,
crime,arrest,BOOL,
crime,domestic,BOOL,
crime,beat,INT64,
crime,district,INT64,
crime,ward,INT64,
crime,community_area,INT64,
crime,fbi_code,STRING,
crime,x_coordinate,FLOAT64,
crime,y_coordinate,FLOAT64,
crime,year,INT64,
crime,updated_on,TIMESTAMP,
crime,latitude,FLOAT64,
crime,longitude,FLOAT64,
crime,location,STRING,
